Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
89,18.33,55.166666666666664,0,22,3,False,False,True,0
153,35.89,44.5,0,1,3,False,False,True,0
205,32.06,35.833333333333336,1,17,5,False,False,True,0
47,10.54,62.166666666666664,0,14,3,False,False,True,0
86,15.71,55.666666666666664,0,0,3,False,False,False,0
42,45.05,63.0,0,4,4,False,False,True,0
189,67.84,38.5,1,18,6,False,True,False,0
129,17.03,48.5,0,3,6,False,False,True,0
239,25.12,30.166666666666664,1,19,5,False,False,True,1
291,46.35,21.5,0,15,3,False,False,True,1
292,53.31,21.333333333333336,0,15,1,False,False,True,1
132,69.88,48.0,1,17,0,False,False,False,0
234,55.69,31.0,0,16,6,False,True,False,1
193,52.8,37.833333333333336,0,23,1,False,False,False,0
240,49.56,30.0,0,20,3,False,False,True,1
34,28.53,64.33333333333333,0,3,4,False,True,False,0
38,13.39,63.666666666666664,0,16,6,False,True,False,0
307,48.84,18.833333333333336,0,1,6,True,False,False,1
88,74.92,55.333333333333336,1,18,6,False,True,False,0
332,47.22,14.666666666666664,0,21,5,False,False,False,1
345,62.02,12.5,1,19,3,False,False,False,1
223,68.32,32.833333333333336,0,13,6,False,False,True,1
308,72.64,18.666666666666664,0,0,5,False,False,False,1
258,61.54,27.0,1,18,2,True,False,False,1
220,43.72,33.333333333333336,0,23,2,False,False,True,1
326,24.03,15.666666666666664,0,12,6,False,True,False,1
307,57.96,18.833333333333336,0,12,1,False,True,False,1
244,58.77,29.333333333333336,0,0,5,False,True,False,1
38,29.41,63.666666666666664,0,4,4,False,False,True,0
68,42.11,58.666666666666664,0,21,0,True,False,False,0
240,49.06,30.0,0,1,3,False,True,False,1
219,33.19,33.5,1,19,6,False,True,False,1
198,40.64,37.0,0,1,0,False,False,True,0
241,28.88,29.833333333333336,0,23,6,True,False,False,1
347,58.58,12.166666666666664,0,1,5,False,False,True,1
145,31.46,45.83333333333333,0,14,1,False,False,False,0
242,13.8,29.666666666666664,0,1,1,False,True,False,1
175,19.88,40.83333333333333,0,22,1,False,True,False,0
38,33.83,63.666666666666664,0,0,4,True,False,False,0
326,66.89,15.666666666666664,0,23,4,True,False,False,1
326,28.06,15.666666666666664,0,1,1,False,False,False,1
204,57.84,36.0,0,16,1,False,False,False,0
275,41.89,24.166666666666664,0,0,4,False,False,False,1
231,42.52,31.5,0,15,5,False,True,False,1
166,17.79,42.33333333333333,1,18,1,False,False,False,0
189,23.86,38.5,0,2,4,False,True,False,0
223,29.15,32.833333333333336,0,0,3,True,False,False,1
399,79.92,5.0,0,21,1,True,False,False,1
253,44.53,27.833333333333336,0,12,6,False,False,False,1
263,46.04,26.166666666666664,0,3,5,False,True,False,1
155,32.13,44.16666666666667,1,17,1,False,True,False,0
31,74.5,64.83333333333333,1,19,0,True,False,False,0
337,13.57,13.833333333333336,0,15,4,False,False,False,1
376,76.71,7.333333333333336,0,16,4,True,False,False,1
115,78.98,50.83333333333333,0,20,4,False,False,True,0
260,55.3,26.666666666666664,0,20,6,True,False,False,1
27,78.99,65.5,0,12,2,False,False,True,0
244,51.36,29.333333333333336,0,23,3,False,True,False,1
52,23.18,61.333333333333336,0,21,4,False,True,False,0
223,20.71,32.833333333333336,0,3,3,False,True,False,1
82,23.33,56.333333333333336,0,12,0,False,False,True,0
349,41.31,11.833333333333336,0,3,0,False,True,False,1
320,41.61,16.666666666666664,1,18,0,False,True,False,1
188,12.76,38.66666666666667,0,2,4,True,False,False,0
272,45.29,24.666666666666664,0,13,5,False,True,False,1
190,45.66,38.33333333333333,0,4,0,False,False,True,0
212,31.55,34.666666666666664,0,1,1,False,True,False,0
118,51.95,50.33333333333333,0,22,1,True,False,False,0
305,48.1,19.166666666666664,0,23,2,False,False,False,1
132,43.62,48.0,1,18,2,False,False,False,0
347,14.76,12.166666666666664,0,20,2,False,True,False,1
395,28.54,5.0,0,23,4,False,False,True,1
313,35.48,17.833333333333336,0,3,4,True,False,False,1
367,68.42,8.833333333333336,0,20,5,True,False,False,1
213,73.23,34.5,1,18,4,False,True,False,1
187,60.86,38.83333333333333,0,12,2,False,True,False,0
34,49.42,64.33333333333333,1,19,4,True,False,False,0
363,14.14,9.5,1,19,1,False,False,False,1
349,70.58,11.833333333333336,0,3,1,False,False,False,1
197,39.15,37.166666666666664,0,20,0,False,False,True,0
194,56.3,37.666666666666664,0,0,1,False,False,False,0
71,62.26,58.166666666666664,0,3,0,False,False,False,0
242,21.9,29.666666666666664,0,0,6,False,False,True,1
305,12.31,19.166666666666664,1,18,0,False,False,True,1
248,39.99,28.666666666666664,0,12,4,False,False,True,1
110,67.59,51.66666666666667,0,13,4,True,False,False,0
176,41.42,40.66666666666667,0,1,6,False,False,True,0
276,22.97,24.0,0,3,3,False,True,False,1
218,42.25,33.666666666666664,0,16,3,False,False,False,1
254,48.88,27.666666666666664,0,13,5,True,False,False,1
261,33.93,26.5,0,0,1,False,False,False,1
178,36.1,40.33333333333333,1,18,2,False,False,False,0
148,26.26,45.33333333333333,0,21,1,False,False,True,0
120,50.29,50.0,1,17,2,False,False,True,0
47,78.38,62.166666666666664,1,19,4,False,True,False,0
230,65.18,31.666666666666664,0,12,3,False,False,False,1
165,41.77,42.5,0,15,6,False,False,False,0
81,18.32,56.5,0,4,2,False,False,False,0
55,46.75,60.833333333333336,0,1,2,True,False,False,0
272,52.97,24.666666666666664,0,16,2,False,True,False,1
365,29.12,9.166666666666664,0,15,3,False,True,False,1
290,77.94,21.666666666666664,0,13,1,False,True,False,1
365,48.65,9.166666666666664,0,0,4,True,False,False,1
158,40.71,43.66666666666667,0,22,4,False,False,False,0
27,75.31,65.5,0,0,0,False,False,True,0
201,77.86,36.5,1,18,3,True,False,False,0
261,41.91,26.5,0,2,4,False,False,False,1
125,17.35,49.16666666666667,0,14,6,False,False,False,0
132,58.43,48.0,0,3,0,False,True,False,0
356,63.83,10.666666666666664,0,21,2,False,False,True,1
347,41.53,12.166666666666664,0,1,1,False,True,False,1
332,17.27,14.666666666666664,0,22,5,False,False,True,1
232,61.38,31.333333333333336,1,18,5,False,True,False,1
160,72.74,43.33333333333333,1,17,0,False,False,False,0
252,66.9,28.0,0,12,2,False,False,False,1
365,35.15,9.166666666666664,0,16,2,False,False,True,1
377,14.86,7.166666666666664,1,18,0,False,True,False,1
374,79.18,7.666666666666664,0,20,0,False,False,False,1
250,20.06,28.333333333333336,0,13,0,False,False,False,1
205,66.46,35.833333333333336,0,23,6,True,False,False,0
328,24.75,15.333333333333336,1,18,1,True,False,False,1
258,56.63,27.0,1,18,1,False,True,False,1
167,60.05,42.16666666666667,0,21,2,False,False,False,0
52,20.82,61.333333333333336,0,15,5,False,False,True,0
256,47.23,27.333333333333336,0,15,6,False,False,False,1
243,50.31,29.5,0,14,4,False,False,True,1
82,46.71,56.333333333333336,0,20,2,True,False,False,0
267,13.11,25.5,0,2,4,False,False,False,1
184,73.32,39.33333333333333,0,16,1,False,False,True,0
174,34.66,41.0,1,17,3,False,True,False,0
24,45.56,66.0,0,1,6,False,False,False,0
352,66.37,11.333333333333336,0,13,5,False,False,False,1
26,11.73,65.66666666666667,0,2,6,True,False,False,0
361,76.78,9.833333333333336,0,22,5,False,False,True,1
202,75.6,36.333333333333336,1,17,4,True,False,False,0
76,18.2,57.333333333333336,0,13,0,False,False,True,0
378,42.46,7.0,0,0,6,False,False,False,1
144,53.92,46.0,0,20,1,False,True,False,0
221,65.52,33.166666666666664,0,21,5,False,True,False,1
208,31.87,35.333333333333336,0,2,2,False,False,True,0
61,11.18,59.833333333333336,0,14,3,True,False,False,0
389,27.52,5.166666666666671,1,18,3,False,False,True,1
67,27.21,58.833333333333336,0,2,4,False,False,False,0
21,53.54,66.5,1,17,5,False,False,True,0
107,30.95,52.16666666666667,0,0,0,False,False,False,0
111,73.08,51.5,1,19,0,False,True,False,0
48,32.53,62.0,0,20,4,False,False,True,0
75,23.88,57.5,0,23,1,True,False,False,0
386,29.06,5.666666666666671,0,14,5,False,False,True,1
389,22.41,5.166666666666671,0,12,1,False,False,False,1
68,78.78,58.666666666666664,1,17,0,False,False,True,0
116,38.52,50.66666666666667,0,14,0,False,False,True,0
116,24.17,50.66666666666667,0,16,5,False,False,False,0
343,45.92,12.833333333333336,0,16,0,False,False,False,1
85,23.72,55.833333333333336,0,15,6,True,False,False,0
26,79.82,65.66666666666667,0,3,5,False,False,True,0
221,27.66,33.166666666666664,0,14,2,False,False,False,1
356,25.12,10.666666666666664,0,14,2,False,False,False,1
56,38.62,60.666666666666664,0,0,6,False,True,False,0
25,45.52,65.83333333333333,0,16,1,False,True,False,0
233,36.35,31.166666666666664,1,19,5,False,False,True,1
70,73.72,58.333333333333336,0,3,0,True,False,False,0
290,67.99,21.666666666666664,1,19,4,False,True,False,1
358,74.3,10.333333333333336,0,15,1,False,False,True,1
102,53.93,53.0,1,18,0,False,False,False,0
142,33.35,46.33333333333333,0,3,4,False,False,False,0
274,64.39,24.333333333333336,0,3,0,True,False,False,1
33,12.28,64.5,0,20,6,False,False,True,0
224,21.23,32.666666666666664,0,13,3,False,True,False,1
339,32.07,13.5,1,18,0,True,False,False,1
135,21.6,47.5,0,15,1,False,True,False,0
382,67.29,6.333333333333336,0,14,2,False,False,True,1
154,11.27,44.33333333333333,0,0,4,False,True,False,0
242,37.46,29.666666666666664,0,14,2,False,False,True,1
161,14.08,43.16666666666667,0,4,2,False,False,False,0
361,52.28,9.833333333333336,0,4,2,False,False,False,1
242,47.67,29.666666666666664,0,22,5,False,True,False,1
370,76.85,8.333333333333336,0,1,5,False,False,False,1
152,54.62,44.66666666666667,0,14,5,True,False,False,0
104,43.79,52.66666666666667,0,21,2,False,True,False,0
393,14.02,5.0,0,14,4,False,False,True,1
261,53.25,26.5,0,2,6,False,True,False,1
297,34.38,20.5,0,20,4,False,True,False,1
383,16.73,6.166666666666664,0,15,4,False,False,True,1
365,10.48,9.166666666666664,0,12,6,False,True,False,1
249,51.0,28.5,0,23,6,False,False,False,1
184,70.66,39.33333333333333,1,19,1,False,False,False,0
129,21.31,48.5,0,21,3,False,False,False,0
37,36.58,63.833333333333336,1,17,5,False,False,False,0
208,78.41,35.333333333333336,0,22,4,False,True,False,0
203,58.85,36.166666666666664,0,16,2,False,False,False,0
163,43.8,42.83333333333333,0,1,3,False,False,False,0
332,78.94,14.666666666666664,0,3,2,False,False,True,1
178,49.68,40.33333333333333,0,20,5,False,True,False,0
107,58.06,52.16666666666667,0,1,4,False,True,False,0
181,31.77,39.83333333333333,0,4,4,True,False,False,0
335,33.02,14.166666666666664,0,4,3,False,False,True,1
128,13.14,48.66666666666667,0,1,2,False,False,True,0
109,39.15,51.83333333333333,0,20,5,False,False,True,0
255,53.67,27.5,1,18,2,False,False,True,1
322,49.93,16.333333333333336,0,12,1,True,False,False,1
187,32.57,38.83333333333333,0,22,5,False,False,True,0
232,41.8,31.333333333333336,0,14,3,False,True,False,1
383,14.99,6.166666666666664,0,21,5,True,False,False,1
353,27.15,11.166666666666664,1,18,3,True,False,False,1
183,64.06,39.5,0,23,1,False,True,False,0
292,39.58,21.333333333333336,0,21,6,True,False,False,1
289,41.96,21.833333333333336,0,22,6,False,True,False,1
105,17.08,52.5,0,23,5,False,False,False,0
255,33.76,27.5,0,15,3,True,False,False,1
175,46.0,40.83333333333333,0,12,4,False,False,False,0
367,76.4,8.833333333333336,0,20,1,False,False,True,1
358,68.43,10.333333333333336,0,16,3,True,False,False,1
230,13.32,31.666666666666664,0,14,0,True,False,False,1
160,62.26,43.33333333333333,0,13,5,False,False,False,0
140,38.3,46.66666666666667,0,13,6,True,False,False,0
254,37.81,27.666666666666664,1,18,6,False,False,False,1
51,64.14,61.5,0,4,1,False,True,False,0
275,47.0,24.166666666666664,0,14,2,True,False,False,1
397,31.92,5.0,0,15,1,False,False,True,1
26,11.78,65.66666666666667,1,19,2,False,False,False,0
291,31.07,21.5,0,21,0,False,True,False,1
371,53.82,8.166666666666664,1,18,2,False,False,True,1
89,20.11,55.166666666666664,0,16,2,False,True,False,0
189,18.86,38.5,0,1,4,False,True,False,0
101,31.91,53.16666666666667,0,14,2,True,False,False,0
107,47.79,52.16666666666667,0,13,3,False,False,False,0
294,30.67,21.0,0,2,0,False,False,False,1
400,60.34,5.0,1,19,2,False,False,True,1
79,46.84,56.833333333333336,0,14,4,True,False,False,0
69,51.02,58.5,0,22,4,False,True,False,0
356,59.93,10.666666666666664,0,12,3,False,False,True,1
115,67.92,50.83333333333333,1,19,0,True,False,False,0
39,34.51,63.5,1,19,0,False,False,True,0
144,78.06,46.0,0,0,3,False,False,False,0
347,53.31,12.166666666666664,1,17,0,True,False,False,1
92,71.84,54.666666666666664,0,1,0,False,False,False,0
325,34.84,15.833333333333336,1,18,6,True,False,False,1
387,63.18,5.5,0,1,2,False,False,True,1
262,68.68,26.333333333333336,0,3,2,False,True,False,1
212,73.4,34.666666666666664,0,22,6,False,False,True,0
172,74.4,41.33333333333333,1,17,6,False,False,True,0
33,15.85,64.5,0,15,4,False,True,False,0
144,36.71,46.0,0,23,3,False,False,False,0
122,12.19,49.66666666666667,0,3,5,False,False,False,0
288,77.04,22.0,0,22,0,False,False,False,1
174,73.75,41.0,0,22,3,False,False,True,0
365,69.2,9.166666666666664,0,22,5,True,False,False,1
183,17.02,39.5,0,21,5,False,False,False,0
111,54.39,51.5,0,0,0,False,False,True,0
287,60.01,22.166666666666664,1,17,1,False,False,True,1
263,65.21,26.166666666666664,0,23,1,True,False,False,1
140,45.3,46.66666666666667,0,14,5,False,True,False,0
308,51.73,18.666666666666664,1,19,2,True,False,False,1
384,19.31,6.0,0,12,2,False,False,True,1
249,13.23,28.5,0,16,2,False,True,False,1
97,70.77,53.83333333333333,0,20,6,False,False,True,0
117,71.45,50.5,1,17,1,False,True,False,0
149,52.28,45.16666666666667,0,16,0,True,False,False,0
185,54.68,39.16666666666667,0,13,1,False,False,False,0
137,28.07,47.16666666666667,0,12,0,False,False,True,0
250,19.82,28.333333333333336,0,0,4,False,False,True,1
130,53.46,48.33333333333333,0,21,4,False,False,True,0
205,58.51,35.833333333333336,0,2,4,True,False,False,0
250,18.54,28.333333333333336,1,18,3,False,False,True,1
367,78.66,8.833333333333336,0,22,6,False,True,False,1
111,34.49,51.5,1,17,0,False,False,False,0
234,39.56,31.0,0,13,5,False,True,False,1
346,69.39,12.333333333333336,1,17,3,False,True,False,1
351,27.11,11.5,0,23,6,False,False,False,1
112,46.41,51.33333333333333,0,23,5,False,False,False,0
196,61.62,37.333333333333336,0,3,2,False,False,False,0
28,70.97,65.33333333333333,1,17,1,False,False,True,0
315,18.35,17.5,1,17,5,False,False,True,1
151,17.32,44.83333333333333,0,16,2,True,False,False,0
222,19.29,33.0,0,23,4,False,False,True,1
189,39.44,38.5,0,14,5,True,False,False,0
87,69.93,55.5,0,23,3,False,False,True,0
370,64.17,8.333333333333336,0,13,6,True,False,False,1
86,35.5,55.666666666666664,0,13,3,False,False,False,0
39,67.42,63.5,0,4,4,False,False,False,0
379,14.71,6.833333333333336,0,13,0,True,False,False,1
151,69.38,44.83333333333333,0,23,6,True,False,False,0
121,24.92,49.83333333333333,0,22,2,False,True,False,0
163,31.13,42.83333333333333,1,17,0,True,False,False,0
315,26.41,17.5,0,1,0,True,False,False,1
306,17.6,19.0,0,21,3,False,False,True,1
163,20.61,42.83333333333333,1,19,3,False,True,False,0
336,66.33,14.0,0,12,3,False,False,False,1
385,45.3,5.833333333333329,0,3,0,False,False,False,1
289,78.45,21.833333333333336,0,1,0,False,False,True,1
193,73.27,37.833333333333336,0,23,3,False,False,True,0
157,60.11,43.83333333333333,0,3,4,False,False,True,0
220,56.96,33.333333333333336,1,19,4,False,False,False,1
197,44.95,37.166666666666664,0,13,4,True,False,False,0
222,23.53,33.0,0,23,1,False,False,False,1
168,10.99,42.0,0,14,0,True,False,False,0
351,70.72,11.5,0,23,1,False,True,False,1
48,54.84,62.0,0,15,1,True,False,False,0
397,56.0,5.0,0,12,1,False,False,True,1
307,15.48,18.833333333333336,0,2,0,False,True,False,1
195,36.86,37.5,0,15,3,True,False,False,0
327,27.46,15.5,0,21,5,False,False,False,1
378,15.93,7.0,1,18,5,False,False,False,1
20,56.83,66.66666666666667,0,13,2,False,False,False,0
332,24.27,14.666666666666664,0,16,5,False,False,False,1
166,20.25,42.33333333333333,0,21,6,False,False,False,0
38,27.3,63.666666666666664,0,12,0,False,False,False,0
213,11.39,34.5,1,18,0,False,False,True,1
108,27.44,52.0,0,21,5,False,True,False,0
387,23.41,5.5,0,12,3,False,False,True,1
382,57.06,6.333333333333336,0,20,3,True,False,False,1
125,35.8,49.16666666666667,0,23,6,True,False,False,0
147,77.69,45.5,0,20,3,True,False,False,0
295,11.3,20.833333333333336,1,19,3,False,True,False,1
105,58.8,52.5,0,23,3,False,False,True,0
186,49.58,39.0,0,21,6,True,False,False,0
151,57.85,44.83333333333333,0,21,5,True,False,False,0
236,37.9,30.666666666666664,0,14,1,True,False,False,1
134,10.27,47.66666666666667,0,12,0,False,False,True,0
318,75.07,17.0,0,23,5,False,True,False,1
212,65.25,34.666666666666664,0,16,5,True,False,False,0
323,65.28,16.166666666666664,0,13,0,False,True,False,1
99,77.42,53.5,0,16,2,True,False,False,0
364,10.36,9.333333333333336,0,13,6,False,True,False,1
208,23.95,35.333333333333336,0,13,2,False,True,False,0
385,15.06,5.833333333333329,0,12,3,False,False,True,1
275,13.01,24.166666666666664,0,16,1,True,False,False,1
276,27.84,24.0,0,14,3,False,False,False,1
53,61.96,61.166666666666664,0,13,4,False,False,True,0
365,44.54,9.166666666666664,0,20,6,False,True,False,1
157,71.38,43.83333333333333,1,18,5,False,False,False,0
143,32.94,46.16666666666667,0,15,4,False,False,True,0
42,65.04,63.0,0,1,2,False,False,True,0
125,67.9,49.16666666666667,0,16,1,False,False,False,0
307,17.17,18.833333333333336,1,19,2,False,False,False,1
379,45.91,6.833333333333336,0,4,2,True,False,False,1
315,57.42,17.5,0,14,1,False,False,False,1
233,74.39,31.166666666666664,1,18,1,False,False,True,1
92,42.79,54.666666666666664,0,0,4,False,False,True,0
362,75.91,9.666666666666664,0,16,2,False,False,False,1
373,58.19,7.833333333333336,1,17,5,False,True,False,1
136,53.29,47.33333333333333,0,4,1,True,False,False,0
324,21.57,16.0,0,13,0,False,False,False,1
26,54.28,65.66666666666667,0,16,2,False,False,False,0
209,27.49,35.166666666666664,0,16,6,True,False,False,0
320,34.04,16.666666666666664,1,17,3,False,True,False,1
147,15.51,45.5,1,18,0,False,False,True,0
97,35.71,53.83333333333333,0,4,6,False,True,False,0
390,43.05,5.0,0,0,1,False,False,False,1
276,11.62,24.0,0,15,6,False,False,False,1
314,52.33,17.666666666666664,0,0,1,False,False,True,1
241,28.97,29.833333333333336,0,0,1,False,True,False,1
388,59.51,5.333333333333329,0,2,5,False,False,False,1
221,16.68,33.166666666666664,0,2,1,False,False,True,1
400,31.7,5.0,0,4,3,False,True,False,1
272,12.4,24.666666666666664,0,15,5,True,False,False,1
300,66.43,20.0,0,4,0,False,False,True,1
110,67.8,51.66666666666667,1,19,5,False,True,False,0
309,12.7,18.5,0,15,3,False,True,False,1
26,35.48,65.66666666666667,0,16,4,True,False,False,0
208,65.05,35.333333333333336,0,13,6,False,True,False,0
54,32.12,61.0,0,13,5,False,True,False,0
209,64.77,35.166666666666664,0,20,0,True,False,False,0
96,33.12,54.0,0,15,5,True,False,False,0
274,53.24,24.333333333333336,0,3,3,False,True,False,1
58,75.78,60.333333333333336,0,23,3,False,False,False,0
111,14.84,51.5,0,15,6,False,False,False,0
183,65.04,39.5,0,2,1,False,False,False,0
177,60.85,40.5,0,3,3,False,True,False,0
148,67.56,45.33333333333333,0,12,2,True,False,False,0
227,77.64,32.166666666666664,0,0,3,True,False,False,1
399,16.05,5.0,1,17,1,True,False,False,1
35,37.08,64.16666666666667,0,3,2,True,False,False,0
313,43.38,17.833333333333336,0,21,4,False,False,False,1
301,21.86,19.833333333333336,0,20,0,False,False,True,1
190,21.14,38.33333333333333,0,15,6,False,False,True,0
279,18.78,23.5,0,16,3,False,True,False,1
22,48.01,66.33333333333333,0,20,4,False,False,True,0
373,33.47,7.833333333333336,0,21,2,False,False,False,1
89,58.79,55.166666666666664,0,15,6,False,False,False,0
87,39.14,55.5,0,22,5,False,False,False,0
208,43.98,35.333333333333336,0,0,2,False,False,True,0
151,45.83,44.83333333333333,1,18,2,False,True,False,0
227,34.12,32.166666666666664,0,13,5,False,True,False,1
99,73.94,53.5,0,2,1,False,True,False,0
120,24.86,50.0,0,1,2,False,False,True,0
370,49.88,8.333333333333336,0,1,4,True,False,False,1
216,26.81,34.0,1,18,5,False,True,False,1
386,29.96,5.666666666666671,0,0,6,True,False,False,1
130,43.19,48.33333333333333,1,17,6,True,False,False,0
87,33.66,55.5,0,23,0,True,False,False,0
328,15.59,15.333333333333336,0,16,1,True,False,False,1
140,46.96,46.66666666666667,1,18,5,False,False,True,0
284,34.39,22.666666666666664,0,14,4,False,True,False,1
155,51.38,44.16666666666667,0,15,6,False,False,True,0
290,46.61,21.666666666666664,0,16,1,False,True,False,1
182,57.64,39.66666666666667,0,4,5,False,False,False,0
300,17.39,20.0,0,15,4,True,False,False,1
76,58.21,57.333333333333336,0,12,1,False,False,False,0
254,49.94,27.666666666666664,0,21,3,False,False,True,1
52,74.45,61.333333333333336,0,0,5,False,True,False,0
237,44.73,30.5,0,16,0,False,False,False,1
134,73.89,47.66666666666667,0,20,3,False,False,False,0
141,77.9,46.5,0,1,5,False,True,False,0
183,66.18,39.5,0,21,3,False,True,False,0
261,16.43,26.5,0,1,5,False,True,False,1
104,46.91,52.66666666666667,0,12,1,False,True,False,0
383,15.34,6.166666666666664,0,1,5,False,False,True,1
170,41.53,41.66666666666667,0,23,6,False,False,True,0
41,19.17,63.166666666666664,0,20,3,False,False,False,0
77,70.15,57.166666666666664,0,22,0,False,False,True,0
64,16.15,59.333333333333336,0,21,1,False,False,False,0
289,40.63,21.833333333333336,0,20,5,True,False,False,1
292,10.58,21.333333333333336,1,18,5,False,False,False,1
358,46.36,10.333333333333336,0,13,2,True,False,False,1
341,47.39,13.166666666666664,0,16,6,False,False,True,1
117,10.9,50.5,0,13,0,False,False,False,0
41,60.93,63.166666666666664,0,23,6,False,False,False,0
128,21.66,48.66666666666667,0,16,5,False,True,False,0
235,75.39,30.833333333333336,0,3,5,True,False,False,1
252,41.77,28.0,0,2,2,False,False,False,1
88,64.29,55.333333333333336,0,23,5,False,False,True,0
303,68.06,19.5,0,16,6,True,False,False,1
288,73.02,22.0,1,17,6,False,True,False,1
332,43.16,14.666666666666664,0,21,4,False,False,True,1
276,70.06,24.0,0,21,5,False,False,True,1
375,14.03,7.5,0,12,1,False,True,False,1
54,27.36,61.0,0,4,3,True,False,False,0
61,39.75,59.833333333333336,0,2,4,False,True,False,0
150,14.28,45.0,1,19,5,False,True,False,0
243,42.95,29.5,0,23,4,False,False,False,1
157,64.82,43.83333333333333,0,0,6,False,True,False,0
89,28.03,55.166666666666664,0,1,2,False,False,False,0
280,46.82,23.333333333333336,0,22,3,False,True,False,1
395,35.17,5.0,1,18,5,True,False,False,1
237,44.03,30.5,0,22,3,True,False,False,1
43,64.81,62.833333333333336,0,0,2,True,False,False,0
287,12.27,22.166666666666664,0,22,2,True,False,False,1
96,19.78,54.0,0,14,2,False,False,False,0
